client_id,path,sentence
0a0db76f30e3d011216425efa204fa0d3064767656b913c1a15964ff4d3409d95a04609ab2c57d21c7ae225ce115dbc38160c92974e7194071f4af178f4ea762,common_voice_hi_32761781.mp3,अब रामपुर में अखिलेश बांटेंगे लैपटॉप का 'लॉलीपॉप'
0a83baf2d66baec284d04967be435be6e6678285ac85d5895ecd2e885f56479efae9ede6d9df894ccbe7a06ec0db9296bb48415ab9e484400d2abab0a11d48b1,common_voice_hi_28951344.mp3,Flipkart: बंपर ऑफर्स के साथ बिक रहा है Lenovo का ये शानदार स्मार्टफोन
0b0be66321658747b6942ac54496bcf15f205ec5468184dbc0f65a4cb4b175d240d39625f77f45537b8108cebca77574e09be59da116602782a75d1fae832a2e,common_voice_hi_38247205.mp3,मैं मुसीबत में पड़ गया।
0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,common_voice_hi_27972227.mp3,"सुशील मोदी है 'अफवाह मियां', बिगड़ चुका है मानसिक संतुलन: तेजस्वी यादव"
17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,common_voice_hi_37868078.mp3,प. बंगाल में मुस्लिम आरक्षण को भाजपा देगी चुनौती
184190f8f53136c0e77cb1939a81bd7b91a650163a3cce9cb2af1f732be6a0165a7ec72a286eddf11fc4a60b82602efed4ecdd9ad5d030501c7fd2930d062b64,common_voice_hi_30689928.mp3,"पाकिस्तानी कलाकार भले अच्छे हों, लेकिन देश पहले है: हेमा मालिनी"
18ac148b1b14b3b66a0116ecc3f445d74b049106dc0b0c39ba266ed130105ea5cba16d4e6220aaff9e2757009e3e3789ac98602887ee11491fcb207b874732c2,common_voice_hi_27801063.mp3,नाइजीरिया स्कूल हमला: पीएम नरेंद्र मोदी ने की घटना की निंदा
1cec8b78e84c018a6efce5b69c1f3837d98aa06f2ab20d370caab36ca0938d09dd89e21b83d94073d8ea3af821ee74327d647929fd4e8051688c8730f024d6ab,common_voice_hi_28439063.mp3,मैं तुम्हें तुम्हारे होमवर्क के साथ मदद करना चाहता हूँ।
1dab0a43e9720c288528bb0aa9f27d67d429f550442c898d5be29fba84cba6c1f8c882ae46f1d75a260964131e51dd4de0447d2a63dbe72957d89bb70d7af451,common_voice_hi_38581392.mp3,मुझे लगता है कि आपको कॉलेज जाना चाहिये।
20c8af3d3924681f688ee678fe8bf01fb61085553e888cfcee35b3d4268a1a0e50d0cde2c1e1c5ad13701d066561a04fc1a9a0492c4433338cad61132eb03695,common_voice_hi_37817522.mp3,विपक्षी दलों ने मनाया काला दिवस
256a0ab2364a69f69c073cac0258702b33d8269739cd421abc11e45a2c7678787e46498a06ee3a13077e9dfea487f22061fc549def882ff192ca5fb1d2671807,common_voice_hi_33257381.mp3,वह मेरी चूत है।
29822eacca376bd26682b72d0212ea3f2897da482cbaa2e8046b66eb83af4dbb0cafeb48676702a2fdf34a45fc46ddf438d60d90ff3bcaa3171dbe5aa6321c3e,common_voice_hi_27408237.mp3,"Box office का नया हीरो बना हॉरर, 'लैला मजनू', 'पलटन' पीछे"
35b57937a48c8fa81eaa6a6af0b8228f449a80b7228b9d97f8ba3a9963ecfdc2bd5c60372b83e4f7ca0133fbb9c4dfdbcb554dbf34c2a262de380f4d396f042a,common_voice_hi_31426956.mp3,मैं उठना चाहती हूँ।
385b2ee342869a3a1f9add4ac419003ee7426e166e5d1bcfafe0ac31c42b8b7fedb05feda633d4f1bbe50b8295b67306309ada6a657caf1720c3c97245eeaeb2,common_voice_hi_37398692.mp3,"लाल बहादुर शास्त्री की डेथ मिस्ट्री पर फिल्म, इस रोल में दिखेंगे नसीरुद्दीन शाह"
3d78afcfc84ca5a9b304c3354f6bfcb59071c723ed2101b94ea2d29b0cb36a2fa1a157f76ed759987a0271444c50355aadb50e7d6387444fb3c2740bf66a8be1,common_voice_hi_30656322.mp3,...तो लंदन में एक ही दिन दो मैदानों पर भिड़ेंगे भारत और पाकिस्तान
4498fc8a02fdc71bd6238e7020b44ddb11b2922e44e1fda1ccc177f6d24c99b0ef8b526c40d48f44b73cf32a8138e49b9e0fc93e64be8c318d8b7b9f84870bfa,common_voice_hi_26601445.mp3,Opinion: विराट कोहली के लिए बेहतरीन मौका
45067264d2b61e264ecad7458eac3d1b34e0fa920f07b620c960183b5da33e9162e941624364882bef970388a81035ea2059171afb0b405fec83186454db1279,common_voice_hi_40904721.mp3,सलमान के लिए डॉक्टर मशहूर गुलाटी बन शो में लौटेंगे सुनील ग्रोवर
47de2452e6533a1ac8008a109922c7796071e6e7184f269fea46f1c268cfea53c4370dc1ad37390e369be03a0da5f16fbb9a2a141b8fc250384fa18fb23deae4,common_voice_hi_38228368.mp3,"जयललिता बायोपिक से कंगना का लुक आउट, सोशल मीडिया पर हो गईं ट्रोल"
4d53e83364b01628ca710d550f0b72071153ecdae5befcb02da774091c2d5683a91cbf092723c39f70641f913d29e7a0f0ab5edda4528844194b74dc49f82554,common_voice_hi_31166168.mp3,"प्रेग्नेंट करीना की तबीयत बिगड़ी, घबराए सैफ ने रात में बुलाया नर्स को"
4e034c5240bda98e2022122045ea9bb4e406b9f886c9eb7661547cf590a85f019b76ff0c9ceaa7ff1ce43c120327a15b5d9cbd14b54dc5ad91ba9a0fa3fe3d0d,common_voice_hi_25248770.mp3,तुम्हारे बहुत सारे दुशमन हैं।
5077da86bbc89f131ebb6e1b373a8a21f76b34ff413b90ddfbf387290d2e08d77d5dd69238e6602238becdb8d9113853e43e12d3340fb93871285d5cd21af487,common_voice_hi_36432619.mp3,ब्रेस्ट कैंसर की जागरूकता के लिए है पिंक रिबन ब्रा...
593feff7e03eaf80396d2289fa3097722fec18c9b099abd05d8e496d47f107fd7afea3680218288a003cdde0d884d6688bb9393de4449148a2f01da005384ab1,common_voice_hi_31803311.mp3,"यूपी: योगी सरकार के खिलाफ बीजेपी विधायकों का धरना खत्म, लेकिन दी ये चेतावनी"
